,institution_id,project_id,title,project_abstract,dfg_verfahren,funding_start_year,funding_end_year,parent_project_id,participating_subject_areas_full_string,description,subject_area,international_connections
9,13232,388659338,Die Perspektive vom anderen Ende der Welt: Mitteltriassische Ichthyosaurier aus Nevada und ihre Bedeutung für die initiale Phase der Mesozoic Marine Revolution im Bereich des Ostpazifik,"Die frühe und mittlere Trias sind Schlüsselperioden für unser Verständnis der Organisation und Evolution von Ökosystemen, da in dieser Zeit die modernen Ökosystemstrukturen nach dem größten Massenaussterbeereignis der Erdgeschichte am Ende des Perms etabliert wurden. Im marinen Milieu radiierten sekundär aquatische Reptilien, insbesondere Ichthyosaurier und Sauropterygier, und gelten daher als Schlüsselelement der s.g. Mesozoic Marine Revolution (MMR), während der die Reorganisation der marinen trophischen Netzwerke hin zu der modernen Struktur statt fand. Während es viele Daten zu den Flachwasserhabitaten des Tethys-Raumes gibt, ist vergleichsweise wenig über die Fauna des Tiefwasserbereichs im Pazifischen Raum bekannt und stellt somit eine signifikante Lücke in unserem Wissen zu dieser wichtigen Phase der Wirbeltierevolution dar. Wir streben hier an diese Lücke zu schließen, um ein umfassendes Bild der faunistischen Unterschiede zwischen Tethys und Pazifischem Raum zu bekommen. Dies bildet die Basis für ein Verständnis der Erholungsphase und Ökosystemstrukturierung nach dem permotriassischen Aussterbeereignis und den damit verbundenen biogeographischen Verbreitungsmustern. Konkret streben wir an, die bisher unerforschten fossilführenden Schichten des mitteltriassischen Fossil Hill Member in den Augusta Mountains systematisch zu prospektieren, da dies mit großer Wahrscheinlichkeit weitere hoch relevante Funde mariner Reptilien des Tiefwasserbereiches des pazifischen Raums hervorbringen wird. In vorherigen Geländekampagnen wurde das gut erhaltene Skelett eines mittelgroßen trächtigen Ichthyosauriers sowie das vordere Drittel des Skelettes eines sehr großen Ichthyosauriers (Schädellänge 1,95 m) geborgen. Dieser spektakuläre Neufund unterscheidet sich deutlich von Thalattoarchon, dem ersten Großräuber unter den sekundär aquatischen Tetrapoden, durch seine noch größeren Ausmaße und besonders sein Fischfressergebiss. In Kombination mit einer Revision der mixosauriden und cymbospondyliden Ichthyosaurier des Fossil Hill Member werden detaillierte anatomische Beschreibungen dieser Funde wichtige neue Daten für ein Verständnis der morphologischen Disparität und Reproduktionsstrategien in frühen Ichthyosauriern liefern. Eine phylogenetische Analyse wird darüber hinaus die Basis für eine detaillierte Diskussion der frühen Evolution der Ichthyosaurier bilden, sowie die Grundlage für weiterführende Analysen zur Biogeographie und Ökosystemstrukturierung. Insbesondere die trophischen Interaktionen spielen eine integrale Rolle in der Neustrukturierung der Ökosysteme und der Radiation der marinen Reptilien. Daher ist das Projekt eng mit einem laufenden DFG-Projekt verknüpft, das der Untersuchung der Ammonoideen-Fauna und -Biostratigraphie des Fossil Hill Member gilt.",Sachbeihilfen,2017,,,,,"Geologie, Ingenieurgeologie, Paläontologie",USA
10,13232,351155510,Diversitäts-kontrollierende Faktoren bei terrestrischen herbivoren Säugetieren des Känozoikums,"Ist Artenvielfalt unbegrenzt oder gibt es ökologische Limitierungen? Fluktuieren diese Limitierungen oder sind sie fixiert? Gibt es Limitierungen durch biotische Faktoren (Kompetition) oder sind sie abiotischer Natur (z.B. Klima)? Gibt es einen Zusammenhang zwischen phänotypischer Innovation und ökologisch bedingten Grenzen der Artenvielfalt? All diese makroevolutionären und ökologischen Fragestellungen sind bisher nur unzureichend verstanden. Während in der Neontologie zur Untersuchung dieser Aspekte bereits analytische Ansätze auf Basis molekularer Phylogenien entwickelt wurden, sind diese Methoden leider nicht in der Lage, vergangene Veränderungen in Diversifikation und phänotypischer Evolution adäquat zu rekonstruieren. Gleichzeitig gibt es komplementäre, analytisch-bioinformatische Techniken unter gemeinsamer Verwendung des Fossilnachweises sowie anderer ökologischer Faktoren erst seit dem Jahr 2015. In dem hier beantragten Vorhaben möchte ich letztere Methoden anwenden und weiterentwickeln (unter Verwendung des Programms PyRate) um jene Faktoren zu untersuchen, welche die Diversifikation känozoischer terrestrischer herbivorer Säugetiere (Artiodactyla, Perissodactyla, Proboscidea; mehr als 2000 Arten) massgeblich beeinflusst haben. Insbesondere soll untersucht werden, (i) ob es Grenzen der Diversifikation gibt und (ii) ob intrinsische Faktoren (z.B. density dependence, Kompetition, Prädation, phänotypische Innovation) eine bedeutendere Rolle spielen als extrinsische Einflüsse (Klima, Produktivität, etc.). In dem beantragten Projekt sollen Diversitäts Abhängigkeit, Kompetition, Morphospace Evolution und Klima in gemeinsame Diversifikation Modelle eingearbeitet und in einem probabilistischen Rahmen analysiert werden. Dieser integrative Ansatz verspricht neue evolutionäre Einblicke in die Dynamiken von Aussterben und Speziation bei den drei großen Herbivoren Säugetier Kladen über das Känozoikum hinweg. Zudem werden durch das Projekt neue Funktionsweisen für die Software PyRate entwickelt, um Diversitätsdynamik und Diversifikation in Zukunft noch detaillierter untersuchen zu können.",Sachbeihilfen,2017,,,,,"Geologie, Ingenieurgeologie, Paläontologie;Evolution, Anthropologie",
11,13232,277243906,Evolution der tropischen marinen Biodiversität: vergleichende Analyse der triassischen Fauna der Cassian Formation mit modernen Faunen,"Die triassische Cassian Formation birgt eine außerordentlich diverse marine tropische Invertebratenfauna, die ein weitgehend unverzerrtes Bild der Diversität und Komplexität frühmesozoischer Ökosysteme bietet. Die Fauna setzt sich aus etlichen Assoziationen von verschiedenen Lokalitäten mit unterschiedlichen Paläoumweltbedingungen zusammen, die bezüglich Diversität und Artenspektrum erheblich variieren. Die Erhaltung der Fossilien ist gewöhnlich sehr gut einschließlich Aragoniterhaltung und einer reichen Fauna kleinwüchsiger Arten. Basierend auf umfangreichen Proben, die auf standardisierte Weise entnommen und aufgeschlossen werden, wollen wir die Diversität dieser Proben möglichst vollständig erfassen. Neben der Diversität der einzelnen Proben (Alphadiversität) werden wir die Diversitäten zwischen den Proben ermitteln (Betadiversität). Somit erfassen wir Komplexität, taxonomische Struktur und Größenverteilungen der Organismen eines frühmesozoischen tropischen marinen Ökosystems. Vergleiche mit Vergesellschaftungen aus rezenten und quartären tropischen Habitaten werden Schlussfolgerungen über den biologischen Wandel tropischer Ökosysteme seit mehr als 200 Millionen Jahren ermöglichen. Vergleiche mit bereits existierenden Daten über fossile, diagenetisch stärker verzerrte (`normale´) marine Faunen ermöglichen eine Abschätzung, wie taphonomische Prozesse sich auf die überlieferte Diversität, Größenverteilung und ökologische Struktur auswirken. Viele der Invertebratengruppen, die in rezenten tropischen marinen Ökosystemen hochdivers sind (z. B. heterodonte Muscheln und Neogastropoden) radiierten nicht vor der Kreide. Wir wollen prüfen, ob ähnlich diverse Gruppen bereits in der Trias existierten oder ob sich die Diversität gleichmäßiger auf höhere Taxa verteilte.",Sachbeihilfen,2015,,,,,"Geologie, Ingenieurgeologie, Paläontologie",Frankreich;Italien;Österreich;Polen;USA
12,13232,251841938,Evolution von Photorezeptoren bei Deuterostomia - neue Erkenntnisse durch Untersuchungen an Echinodermen und Enteropneusten,"Die Evolution von Augen ist Gegenstand wissenschaftlicher Forschung seit über 150 Jahren. Durch die Untersuchung von Lichtsinnesorganen bei Echinodermata und Enteropneusta, basalen Vertretern der Deuterostomia,werden neue Erkenntnisse bezüglich der Evolution spezifischer Photorezeptorzelltypen und -Systemen gewonnen, die schließlich in der Entwicklung komplexer Sehsinnesorgane wie denen der Wirbeltiere mündeten. Genutzt wird ein integrativer Ansatz mit einem breiten molekularen, strukturellen, verhaltensbiologischen und funktional molekularen Methodenspektrum. Über Antikörperfärbungen verschiedener Opsintypen (Photopigmente) können bislang unentdeckt gebliebene Photorezeptoren (PRZ) über ein breites Artenspektrum identifiziert werden. Im Folgenden wird über Genexpressionsprofile mittels in situ-Hybridisierung ein sogenannter Molekularer Fingerabdruck jedes identifizierten PRZtyps erstellt. Anhand dieser Genexpressionsprofile lassen sich Aussagen zu möglichen Mechanismen der Evolution spezifischer PRZtypen (z.B. Evolutive Aufspaltung multifunktionaler Zelltypen in Schwesterzelltypen mit reduzierten Funktionen, unabhängige Gen-co-option) neu bewerten. Die Verbindung von PRZ und Nervensystem und damit der Modus der Stimulusintegration ist entscheidend für die Funktion der PRZ und wird im Projekt mittels immunhistochemischer und transmissionselektronenmikroskopischer Methoden untersucht. Verschiedene Echinodermengruppen benutzen Skelettelemente entweder zum Abschirmen oder Focussieren von Licht gegenüber den PRZ. Die funktionale Rolle des Skelettes wird daher bei verschiedenen Echinodermengruppen und -arten mittels Röntgen Microtomographie untersucht. Das aus allen vorangegangenen Methoden resultierende integrative Datenset erlaubt den Vergleich zwischen PRZ von Echinodermen uund Enteropneusten und solchen von anderen Deuterostomia. Desweiteren bilden diese Daten die Basis für das biophysikalische Modellieren von optischen Eigenschaften von Echinodermen und Enteropneusten PRZ Systemen, mit dem bereits in Kollaboration mit Dan-E. Nilsson von der Universität Lund in Schweden begonnen wurde. Funktionelle molekulare Analyse, vorerst mit Schwerpunkt auf zwei Opsintypen des Seeigels Strongylocentrotus purpuratus, wird uns schließlich erlauben, den ersten direkten Nachweis der Funktion eines PRZ Sytems in einem Echinodermen zu führen. Diese Experimente werden in enger Zusammenarbeit mit meiner Kollaborationspartnerin Maria I. Arnone, Stazione Zoologica, Neapel, durchgeführt und beinhalten sowohl konventionellen Gen Knock Down über Morpholino Injektion, als auch die neue Möglichkeit eines Gen Knock Outs über Sigma Customized Zink Finger Nuclease Technologie. Die Summe aller erzielten Daten wird uns erlauben, wichtige Rückschlüsse über die Evolution von PRZ an der Basis der Deuterostomia zu ziehen. Die Daten werden aber auch neue Einblicke in optische Fähigkeiten von PRZ liefern, die in einem evolutiv ursprünglichen ökologischen Kontext funktionieren.",Sachbeihilfen,2014,,,,,Systematik und Morphologie der Tiere,Italien;Norwegen;Österreich;Schweden
13,13232,217516602,Identification and characterization of the protein coding genes that direct calcified tube formation in the polychaete Spirorbis spirorbis.,"A wide range of multicellular animals form calcified structures. Although the molecular mechanisms that form these biominerals have different evolutionary histories, it appears that different taxa share some components of a genetic toolkit for biomineralization. Understanding the evolutionary origins of these genetic components, and how they functionally operate, is of great importance to metazoan evolutionary biology. To date, most attention has focused on vertebrates, echinoderms, and molluscs. However, in order to clarify how the metazoan capacity to biomineralize originated, it is pivotal to study and characterize the ‘skeletogenetic toolkits’ from a range of taxa across the animal kingdom. Many species within the Phylum Annelida form calcified tubes, and an extensive fossil record testifies that they have long done so. However, the genetic and molecular mechanisms of calcification have never been described for any annelid species. I propose to conduct the first molecular analysis of biomineralization in a polychaete annelid, the tube worm Spirorbis spirorbis. This project integrates with parallel projects concerning molluscan biomineralization led by the proposed host, and will greatly broaden the comparative knowledge base of lophotrochozoan biomineralization strategies. This project will therefore shed light on the evolution of biomineralization within the Lophotrochozoa and the Metazoa in general.",Sachbeihilfen,2012,,,,,Evolutionäre Zell- und Entwicklungsbiologie der Tiere,Australien
14,13232,387794796,"Känozoische Fossil-Lagerstätten im Atbara Valley, Sudan","Paläontologische Untersuchungen im Känozoikum Sudans beschränkten sich bisher nur auf mittelpleistozäne Lagerstätten, trotz des Vorhandenseins fossilführender paläogener und neogener Schichten im nahegelegenen Äthiopien und Eritrea. In dem hier beantragten Projekt soll speziell das im östlichen Teil des Sudan gelegene Atbara Valley diesbezüglich explorativ untersucht werden. Als Resultat des tektonischen Uplift des Äthiopischen Hochlands befinden sich dort mächtige känozoische Sedimentfolgen, gleichzeitig sind die Aufschlussverhältnisse im semi- bis hyperariden Atabara Valley exzellent. Da sowohl paläogene wie neogene Informationen zur Wirbeltierfauna für diese Region des Kontinents immer noch sehr unvollständig sind, versprechen känozoische Wirbeltierfunde aus dem Atbara Valley neuartige Einblicke in die Evolution und Paläoumwelt des nordöstlichen Afrikas. Dies ist auch speziell vor dem Hintergrund der globalen känozoischen Aridifizierung sowie dem afrikanischen Ursprung des Menschen von besonderer Bedeutung.",Sachbeihilfen,2017,,,,,"Geologie, Ingenieurgeologie, Paläontologie",Sudan
15,13232,399895065,Kreide Ursprung von tropische Reggenwälder in Africa and Levant und Konsequenz für moderne Klima Prognose,Keine Zusammenfassung vorhanden,Sachbeihilfen,2018,,,,,"Geologie, Ingenieurgeologie, Paläontologie;Evolution und Systematik der Pflanzen und Pilze",Ägypten;Israel;Sudan
16,13232,274695956,Molekulare Extremitätenentwicklung in dem basalen Squamaten Hemidactylus,"Die Extremitäten von Wirbeltieren stellen von jeher Meilensteine in der evolutionären Entwicklungsbiologie dar, da sie immens zu unserem Verständnis von entwicklungsbiologischen Prozessen und der Homologie von Organsystemen beitragen. In den letzten Jahre hat unser Wissen über den Ursprung, die Evolution und Entwicklung von Wirbeltier-Extremitäten Dank eines stark erweiterten Taxon Samplings von Nicht-Modellorganismen zu den bisher bestens untersuchten traditionellen Modellorganismen Maus und Huhn einen neuen Umfang bekommen. Taxa mit aussergewöhnlichen Morphologien, welche mit ökologischer Spezialisierung in Zusammenhang stehen, haben ungemein unser Wissen über den Ursprung und die molekulare Grundlage der Vielfalt in den Extremitäten verbessert. Jedoch sind squamate Reptilien, obschon sie einen grossen und ökologisch sehr diversen Teil in unseren heutigen Ökosystemen ausmachen, noch unterrepräsentiert in Evo-Devo Studien der Extremitäten, besonders im Hinblick auf basale Taxa.In dem vorliegenden Forschungsprojekt wird der basale Gecko Hemidactylus als neuer nicht-traditioneller Modellorganismus etabliert. Mithilfe Genexpressionsanalysen wird dieser das Untersuchungsobjekt für detaillierte Untersuchungen der Extremitätenentwicklung darstellen. Hemidactylus eignet sich ideal, zum einen um die Entwicklung von einzigartigen Extremitäten-Morphologien in Zusammenhang mit ökologischer Spezialisierung, genauer zu untersuchen, da er eine Bandbreite von morphologischen Modifikationen in seinen Autopodien aufweist, z.B. Grössenreduktion von Phalangenelementen, das Vorhandensein von selbsthaftenden Zehen sowie Paraphalangen. Zum anderen ist seine basale phylogenetische Stellung innerhalb der Squamaten von grosser Bedeutung. Eine bereits erfolgreich bestehende Tierzucht liefert frisches embryologisches Material für die angestrebten Analysen. Eine Beschreibung der morphologischen Modifikationen in den Autopodien von Hemidactylus wird als Grundlage für Genexpressionsanalysen dienen. Die zeitliche und räumliche Expression von neun Kandidatengenen, von denen anhand traditioneller Modellorganismen bekannt ist, dass sie eine wichtige Rolle in der Extremitätenentwicklung spielen, wird untersucht mithilfe der In situ Hybridisierungsmethode auf histologischen Serienschnitten. Die Ergebnisse werden mit denen in dem Madagaskargekko Paroedura picta sowie der Kanareneidechse Gallotia galloti direkt verglichen, und werden einen wichtigen Schlüsselbeitrag zu unserem Verständnis der entwicklungsbiologischen Programme und Prozesse in der Squamaten-Extremität leisten.",Sachbeihilfen,2015,,,,,Evolutionäre Zell- und Entwicklungsbiologie der Tiere;Entwicklungsbiologie,
17,13232,282995372,Nischendifferenzierung bei Herbivoren und die Intensivierung der Konkurrenz in afrikanischen Savannen,"Im heutigen Afrika weisen Savannen-Habitate eine große Diversität an herbivoren Säugetieren auf und zeigen ein hohes Mass an Nischen-Partitionierung, welches sich insbesondere in unterschiedlichen Körpergrößen und Nahrungspräferenzen widerspiegelt. In diesem Projekt soll die Evolution der Nischen-Partitionierung bei Savannen-Antilopen (Bovidae) mittels des plio-pleistozänen Fossilnachweises aus Ostafrika rekonstruiert werden. Im Gegensatz zu anderen Studien, welche sich primär auf evolutionären Wandel als Antwort auf Umweltveränderungen konzentrierten, soll hier jedoch der Fokus auf den Einfluss biotischer Interaktionen durch die Zeit gelegt werden. Methodisch beinhaltet dies einen trait-basierten Ansatz mit der Ausgangshypothese, dass herbivore trait-Diversität als Folge zunehmender Spezialisierung und stärker werdender interspezifischer Konkurrenz durch die Zeit hinweg ansteigen sollte. Um diese Hypothese zu testen, soll a) eine große morphologische trait-Datenbank generiert werden, b) ein neuer phylogenetischer Datensatz mit morphologischen und molekularen Merkmalen erstellt werden, und c) fossile Boviden-Gemeinschaft aus Äthiopien, Kenia und Tanzania im Detail untersucht werden.",Sachbeihilfen,2015,,,,,"Geologie, Ingenieurgeologie, Paläontologie",Äthiopien;Kenia;Tansania
18,13232,273857639,Phonologische Syntax in den Lautäußerungen von Fledermäusen - ein biolinguistischer Forschungsansatz,"Biolinguistik ist ein interdisziplinäres Forschungsgebiet, das Erkenntnisse aus den Kognitionswissenschaften, der Ethologie, Neurobiologie, Genetik, Anthropologie, vergleichenden Psychologie und der theoretischen Linguistik miteinander vereint, um die Evolution menschlicher Sprache zu verstehen. Eine fundamentale Frage in diesem Kontext ist, welche Aspekte von Sprache ausschließlich beim Menschen vorkommen und welche homologen Merkmale man auch in den Lautäußerungen von Tieren findet. Momentan geht man davon aus, dass für menschliche Sprache drei wesentliche Bestandteile notwendig sind, nämlich die Fähigkeit zur vokalen Imitation, Syntax und Semantik. Der linguistische Begriff phonologische Syntax wird oft verwendet, um eine sequentielle Abfolge von akustischen Elementen zu beschrieben, die nicht notwendigerweise semantische Bedeutung haben muss, z.B. die Lautäußerungen von Tieren. Es kann sehr informativ sein, die phonologische Syntax in tierischen Lautäußerungen mit formellen linguistischen Methoden zu studieren. Allerdings sind die akustisch versatilsten Säugetiere, Wale und Fledermäuse, momentan nicht ausreichend untersucht. Ich möchte Syntaxproduktion und -perzeption bei Fledermäusen mit einem biolinguistischen Forschungsansatz untersuchen, indem ich verschiedene deskriptive, experimentelle und computerlinguistische Methoden anwende. Meine Fokusart Saccopteryx bilineata ist für die biolinguistische Syntaxforschung hochinteressant, da sie als eines der wenigen Säugetiere zu vokaler Imitation in der Lage ist; diese Fähigkeit ist neben Syntax ein weiterer wesentlicher Bestandteil von menschlicher Sprache. Ich werde Syntaxontogenie, regionale syntaktische Unterschiede sowie Syntaxflexibilität an verschiedenen Lautäußerungen von S. bilineata untersuchen. Zudem werde ich computerlinguistische Methoden anwenden, um Syntax bei Fledermäusen mit einem interdisziplinären Ansatz zu untersuchen.",Sachbeihilfen,2015,,,,,Biologie des Verhaltens und der Sinne,Costa Rica;Panama
19,13232,269736211,Phylogenetische Rekonstruktion der thermalen Nischen von Palaearktischen Eidechsen der Familie Lacertidae,"Halsbandeidechsen (Lacertidae) sind die häufigsten und bekanntesten Echsen in Europa und der Mittelmeerregion, und auch im Fossilbericht äußerst häufig vertreten. Sie enthalten sowohl mikroendemisch als auch extrem weit verbreitete Arten. Angesichts ihrer Habitat-Vorlieben kann postuliert werden, dass verschiedene Lacertiden-Kladen sich durch unterschiedliche Anpassungen an Temperatur- und Feuchtigkeits-Regimes auszeichnen und dadurch ideale Modellgruppen zum Verständnis biotischer Auswirkungen von vergangenen und gegenwärtigen Klimaänderungen darstellen. Das hier beantragte Projekt wird phylogenomische, physiologische, osteologische und paläontologische Ansätze integrieren, um die Evolution von thermophysiologischen Nischen der Halsbandeidechsen zu rekonstruieren. Ein zeitkalibrierter Stammbaum der Lacertiden, mit besonderem Fokus auf der westpaläarktischen Lacertini-Klade, wird mittels einer Supermatrix von DNA-Sequenzen ermittelt, die sich aus Transkriptomen, ""Anchored Hybrid Enrichment"" und traditionellen Sanger-Sequenzen zusammensetzt. Micro-CT Scans der Skelette aller 124 Lacertini-Arten werden zur Definition von osteologischen Merkmalszuständen dienen, welche dann gemeinsam mit DNA-Merkmalen phylogenetisch analysiert werden. Die so phylogenetisch optimierten Merkmalszustände werden in der Folge dazu dienen, eine maximale Anzahl von Fossilien bestimmten osteologisch gut definierten Kladen zuzuordnen. Bevorzugte Optimal-, Vorzugs-, Freiland- und kritische Minimal- und Maximaltemperaturen aller Lacertini-Arten werden experimentell bestimmt und dazu verwendet, potentielle Verbreitungsgebiete in Gegenwart und Vergangenheit zu modellieren. Thermophysiologische Nischen werden als Merkmale entlang der Phylogenie rekonstruiert, um entsprechend spezialisierte Kladen zu identifizieren. Das Projekt wird u.a. die folgenden Hypothesen testen: (a) eine Kombination phylogenomischer und osteologischer Daten kann eine schnelle känozoische Radiation wie die der Lacertini, inklusive vieler fossiler Taxa, aufklären; (b) eine bedeutende Menge von Halsbandeidechsen-Fossilien können durch kladistisch definierte Skelettmerkmale bestimmten Kladen zugeordnet werden; (c) thermophysiologische Anpassungen charakterisieren häufig ganze Lacertiden-Kladen und ermöglichen in Verbindung mit Fossilfunden paläoklimatische Aussagen; (d) Variation in thermophysiologischen Anpassungen korreliert mit latitudinaler Verbreitung; (e) die Paläoverbreitung von Fossilien kann eine schlüssige Validierung von Physiologie-basierten Verbreitungsmodellen liefern. Weiterhin werden unsere Ergebnisse durch eine sorgfältige Auswahl der Außengruppen für Transkriptom-Sequenzierung entscheidend zur Aufklärung der tiefen Phylogenie der Squamata beitragen. Zudem werden die Physiologie-basierten Verbreitungsmodelle direkt in eine globale Analyse der Klimawandel-bedingten Aussterbewahrscheinlichkeit von Reptilien einfließen.",Sachbeihilfen,2015,,,,,"Evolution, Anthropologie",Spanien;USA
20,13232,262540208,Phylogenie und Evolution der aculeaten Hymenopteren,"Aculeate Hymenopteren (Wespen, Bienen, Ameisen und Verwandte) sind eine mit mehr als 50.000 beschriebenen Arten enorm vielfältige Insektengruppe innerhalb der Hautflügler, die durch ihre hohe Diversität und ihre komplexe Lebensweise bis hin zu hoch-sozialen Staatenbildungen seit je her Ziel evolutionsbiologischer und phylogenetischer Untersuchungen gewesen ist. Andererseits kann die Phylogenie innerhalb der Aculeata als nicht befriedigend geklärt gelten. Sowohl neuere molekulare als auch morphologische Arbeiten betreffen meist die gesamten Hymenopteren und leiden unter einem ungenügenden, lokalen Taxonsampling. Zudem sind die morphologischen Daten meist älterer Literatur entnommen und schlecht dokumentiert. Das vorliegende Projekt zielt daher auf die Erstellung einer umfassenden und qualitativ hochwertigen morphologischen Datensatzes für eine Klärung der phylogenetischen Beziehungen innerhalb der aculeaten Hymenopteren. Der Schwerpunkt der Arbeit liegt dabei einerseits auf denjenigen Taxa, die mutmaßlich paraphyletisch oder in ihrem phylogenetischen Status zumindest widersprüchlich sind und solchen morphologischen Merkmalssystemen, die bislang nicht oder ungenügend bei Aculeaten untersucht wurden oder deren Homologieverhältnisse unklar sind. Grundlage des Projekts ist ein gezieltes Taxonsampling, der Einsatz innovativer Techniken (3D-Rekonstruktion auf der Basis von Mikro-CT-Untersuchungen, ergänzt durch REM) und einen innovative, detaillierte Dokumentation der Merkmale. Die morphologischen Daten sowie die verwendete Terminologie sollen unmittelbar einfliessen in das Projekt Hymenoptera Anatomy Ontology (HAO), das wiederum durch seine Verknüpfung mit Morphbank erlaubt, die gewonnenen Daten und Abbildungen in geeigneter Form in einer Datenbank zu verknüpfen. Auf der Basis der resultierenden, umfangreichen Datenmatrix morphologischer Merkmale soll die Phylogenie der Aculeata rekonstruiert werden. Auf Grundlage der resultierenden Hypothesen sollen evolutive Szenarien der Merkmalstransformation diskutiert werden.",Sachbeihilfen,2014,,,,,Systematik und Morphologie der Tiere,
